Date,Name,Retail Price,Used Price
01-11-23,Radeon R9 380,0,0
01-11-24,Radeon R9 380,239,50
01-12-23,Radeon R9 380,0,0
01-12-24,Radeon R9 380,239,50
01-01-24,Radeon RX 460,0,0
01-02-24,Radeon RX 460,0,0
01-03-23,Radeon RX 460,0,65
01-03-24,Radeon RX 460,217,59
01-04-23,Radeon RX 460,329,60
01-04-24,Radeon RX 460,217,59
01-05-23,Radeon RX 460,329,73
01-05-24,Radeon RX 460,217,59
01-06-23,Radeon RX 460,218,59
01-06-24,Radeon RX 460,217,59
01-07-23,Radeon RX 460,223,59
01-07-24,Radeon RX 460,217,59
01-08-23,Radeon RX 460,217,59
01-08-24,Radeon RX 460,217,59
01-09-23,Radeon RX 460,219,58
01-09-24,Radeon RX 460,217,59
01-10-23,Radeon RX 460,217,59
01-10-24,Radeon RX 460,217,59
01-11-23,Radeon RX 460,0,0
01-11-24,Radeon RX 460,217,59
01-12-23,Radeon RX 460,0,0
01-12-24,Radeon RX 460,217,59
01-01-24,Radeon RX 550,0,0
01-02-24,Radeon RX 550,0,0
01-03-23,Radeon RX 550,113,56
01-03-24,Radeon RX 550,75,50
01-04-23,Radeon RX 550,101,50
01-04-24,Radeon RX 550,75,50
01-05-23,Radeon RX 550,94,49
01-05-24,Radeon RX 550,75,50
01-06-23,Radeon RX 550,90,51
01-06-24,Radeon RX 550,75,50
01-07-23,Radeon RX 550,89,50
01-07-24,Radeon RX 550,75,50
01-08-23,Radeon RX 550,87,50
01-08-24,Radeon RX 550,75,50
01-09-23,Radeon RX 550,83,50
01-09-24,Radeon RX 550,75,50
01-10-23,Radeon RX 550,81,50
01-10-24,Radeon RX 550,75,50
01-11-23,Radeon RX 550,0,0
01-11-24,Radeon RX 550,75,50
01-12-23,Radeon RX 550,0,0
01-12-24,Radeon RX 550,75,50
01-01-24,Radeon RX 560,0,0
01-02-24,Radeon RX 560,0,0
01-03-23,Radeon RX 560,170,68
01-03-24,Radeon RX 560,216,50
01-04-23,Radeon RX 560,152,60
01-04-24,Radeon RX 560,216,50
01-05-23,Radeon RX 560,144,68
01-05-24,Radeon RX 560,216,50
01-06-23,Radeon RX 560,112,63
01-06-24,Radeon RX 560,216,50
01-07-23,Radeon RX 560,113,56
01-07-24,Radeon RX 560,216,50
01-08-23,Radeon RX 560,115,52
01-08-24,Radeon RX 560,216,50
01-09-23,Radeon RX 560,121,51
01-09-24,Radeon RX 560,216,50
01-10-23,Radeon RX 560,157,50
01-10-24,Radeon RX 560,216,50
01-11-23,Radeon RX 560,0,0
01-11-24,Radeon RX 560,216,50
01-12-23,Radeon RX 560,0,0
01-12-24,Radeon RX 560,216,50
01-01-23,Radeon RX 580,119,75
01-01-24,Radeon RX 580,129,61
01-02-23,Radeon RX 580,121,71
01-02-24,Radeon RX 580,132,63
01-03-23,Radeon RX 580,109,60
01-03-24,Radeon RX 580,139,64
01-04-23,Radeon RX 580,99,60
01-04-24,Radeon RX 580,130,63
01-05-23,Radeon RX 580,95,70
01-05-24,Radeon RX 580,131,59
01-06-23,Radeon RX 580,92,57
01-06-24,Radeon RX 580,129,63
01-07-23,Radeon RX 580,93,52
01-07-24,Radeon RX 580,129,58
01-08-23,Radeon RX 580,90,55
01-08-24,Radeon RX 580,136,58
01-09-23,Radeon RX 580,89,55
01-09-24,Radeon RX 580,131,62
01-10-23,Radeon RX 580,126,54
01-10-24,Radeon RX 580,129,56
01-11-22,Radeon RX 580,159,193
01-11-23,Radeon RX 580,125,55
01-11-24,Radeon RX 580,127,58
01-12-22,Radeon RX 580,134,89
01-12-23,Radeon RX 580,0,60
01-12-24,Radeon RX 580,134,56
01-01-23,Radeon RX 6400,140,124
01-01-24,Radeon RX 6400,159,113
01-02-23,Radeon RX 6400,146,137
01-02-24,Radeon RX 6400,157,124
01-03-23,Radeon RX 6400,145,137
01-03-24,Radeon RX 6400,156,125
01-04-23,Radeon RX 6400,147,110
01-04-24,Radeon RX 6400,151,112
01-05-23,Radeon RX 6400,136,119
01-05-24,Radeon RX 6400,153,101
01-06-23,Radeon RX 6400,136,114
01-06-24,Radeon RX 6400,152,118
01-07-23,Radeon RX 6400,141,124
01-07-24,Radeon RX 6400,154,109
01-08-23,Radeon RX 6400,135,115
01-08-24,Radeon RX 6400,156,102
01-09-23,Radeon RX 6400,135,113
01-09-24,Radeon RX 6400,146,110
01-10-23,Radeon RX 6400,138,100
01-10-24,Radeon RX 6400,139,102
01-11-22,Radeon RX 6400,149,130
01-11-23,Radeon RX 6400,159,110
01-11-24,Radeon RX 6400,139,107
01-12-22,Radeon RX 6400,142,130
01-12-23,Radeon RX 6400,154,107
01-12-24,Radeon RX 6400,144,138
01-01-23,Radeon RX 6500 XT,173,124
01-01-24,Radeon RX 6500 XT,142,90
01-02-23,Radeon RX 6500 XT,172,115
01-02-24,Radeon RX 6500 XT,145,90
01-03-23,Radeon RX 6500 XT,169,118
01-03-24,Radeon RX 6500 XT,139,91
01-04-23,Radeon RX 6500 XT,164,108
01-04-24,Radeon RX 6500 XT,161,89
01-05-23,Radeon RX 6500 XT,156,126
01-05-24,Radeon RX 6500 XT,177,79
01-06-23,Radeon RX 6500 XT,150,107
01-06-24,Radeon RX 6500 XT,173,85
01-07-23,Radeon RX 6500 XT,177,93
01-07-24,Radeon RX 6500 XT,197,83
01-08-23,Radeon RX 6500 XT,185,88
01-08-24,Radeon RX 6500 XT,183,83
01-09-23,Radeon RX 6500 XT,163,88
01-09-24,Radeon RX 6500 XT,197,78
01-10-23,Radeon RX 6500 XT,174,83
01-10-24,Radeon RX 6500 XT,175,77
01-11-22,Radeon RX 6500 XT,174,136
01-11-23,Radeon RX 6500 XT,169,89
01-11-24,Radeon RX 6500 XT,168,78
01-12-22,Radeon RX 6500 XT,164,131
01-12-23,Radeon RX 6500 XT,169,92
01-12-24,Radeon RX 6500 XT,163,80
01-01-23,Radeon RX 6600,278,180
01-01-24,Radeon RX 6600,204,165
01-02-23,Radeon RX 6600,269,170
01-02-24,Radeon RX 6600,193,168
01-03-23,Radeon RX 6600,262,176
01-03-24,Radeon RX 6600,195,167
01-04-23,Radeon RX 6600,252,158
01-04-24,Radeon RX 6600,199,165
01-05-23,Radeon RX 6600,215,157
01-05-24,Radeon RX 6600,199,159
01-06-23,Radeon RX 6600,202,137
01-06-24,Radeon RX 6600,197,148
01-07-23,Radeon RX 6600,222,140
01-07-24,Radeon RX 6600,201,148
01-08-23,Radeon RX 6600,236,139
01-08-24,Radeon RX 6600,200,145
01-09-23,Radeon RX 6600,209,133
01-09-24,Radeon RX 6600,199,155
01-10-23,Radeon RX 6600,211,130
01-10-24,Radeon RX 6600,199,143
01-11-22,Radeon RX 6600,242,214
01-11-23,Radeon RX 6600,194,137
01-11-24,Radeon RX 6600,197,144
01-12-22,Radeon RX 6600,263,178
01-12-23,Radeon RX 6600,198,142
01-12-24,Radeon RX 6600,198,163
01-01-23,Radeon RX 6600 XT,346,205
01-01-24,Radeon RX 6600 XT,493,187
01-02-23,Radeon RX 6600 XT,321,203
01-02-24,Radeon RX 6600 XT,546,185
01-03-23,Radeon RX 6600 XT,311,205
01-03-24,Radeon RX 6600 XT,449,185
01-04-23,Radeon RX 6600 XT,295,194
01-04-24,Radeon RX 6600 XT,440,180
01-05-23,Radeon RX 6600 XT,268,191
01-05-24,Radeon RX 6600 XT,447,171
01-06-23,Radeon RX 6600 XT,260,178
01-06-24,Radeon RX 6600 XT,443,163
01-07-23,Radeon RX 6600 XT,279,170
01-07-24,Radeon RX 6600 XT,373,161
01-08-23,Radeon RX 6600 XT,311,165
01-08-24,Radeon RX 6600 XT,482,154
01-09-23,Radeon RX 6600 XT,286,159
01-09-24,Radeon RX 6600 XT,499,148
01-10-23,Radeon RX 6600 XT,405,163
01-10-24,Radeon RX 6600 XT,499,150
01-11-22,Radeon RX 6600 XT,347,266
01-11-23,Radeon RX 6600 XT,383,163
01-11-24,Radeon RX 6600 XT,499,144
01-12-22,Radeon RX 6600 XT,352,207
01-12-23,Radeon RX 6600 XT,536,174
01-12-24,Radeon RX 6600 XT,499,169
01-01-23,Radeon RX 6650 XT,313,271
01-01-24,Radeon RX 6650 XT,251,226
01-02-23,Radeon RX 6650 XT,302,299
01-02-24,Radeon RX 6650 XT,234,219
01-03-23,Radeon RX 6650 XT,299,284
01-03-24,Radeon RX 6650 XT,242,219
01-04-23,Radeon RX 6650 XT,300,246
01-04-24,Radeon RX 6650 XT,232,205
01-05-23,Radeon RX 6650 XT,272,249
01-05-24,Radeon RX 6650 XT,224,200
01-06-23,Radeon RX 6650 XT,246,258
01-06-24,Radeon RX 6650 XT,227,214
01-07-23,Radeon RX 6650 XT,254,246
01-07-24,Radeon RX 6650 XT,222,197
01-08-23,Radeon RX 6650 XT,250,242
01-08-24,Radeon RX 6650 XT,209,198
01-09-23,Radeon RX 6650 XT,255,224
01-09-24,Radeon RX 6650 XT,228,190
01-10-23,Radeon RX 6650 XT,232,194
01-10-24,Radeon RX 6650 XT,217,192
01-11-22,Radeon RX 6650 XT,299,299
01-11-23,Radeon RX 6650 XT,227,199
01-11-24,Radeon RX 6650 XT,209,192
01-12-22,Radeon RX 6650 XT,304,375
01-12-23,Radeon RX 6650 XT,246,227
01-12-24,Radeon RX 6650 XT,228,199
01-01-23,Radeon RX 6700 XT,405,296
01-01-24,Radeon RX 6700 XT,381,279
01-02-23,Radeon RX 6700 XT,385,293
01-02-24,Radeon RX 6700 XT,679,282
01-03-23,Radeon RX 6700 XT,373,283
01-03-24,Radeon RX 6700 XT,702,274
01-04-23,Radeon RX 6700 XT,376,277
01-04-24,Radeon RX 6700 XT,577,263
01-05-23,Radeon RX 6700 XT,361,263
01-05-24,Radeon RX 6700 XT,715,251
01-06-23,Radeon RX 6700 XT,354,264
01-06-24,Radeon RX 6700 XT,703,238
01-07-23,Radeon RX 6700 XT,437,259
01-07-24,Radeon RX 6700 XT,771,224
01-08-23,Radeon RX 6700 XT,400,258
01-08-24,Radeon RX 6700 XT,783,212
01-09-23,Radeon RX 6700 XT,340,253
01-09-24,Radeon RX 6700 XT,713,238
01-10-23,Radeon RX 6700 XT,318,237
01-10-24,Radeon RX 6700 XT,758,235
01-11-22,Radeon RX 6700 XT,379,290
01-11-23,Radeon RX 6700 XT,311,237
01-11-24,Radeon RX 6700 XT,765,237
01-12-22,Radeon RX 6700 XT,372,292
01-12-23,Radeon RX 6700 XT,323,265
01-12-24,Radeon RX 6700 XT,771,245
01-01-23,Radeon RX 6750 XT,453,436
01-01-24,Radeon RX 6750 XT,372,328
01-02-23,Radeon RX 6750 XT,441,466
01-02-24,Radeon RX 6750 XT,372,313
01-03-23,Radeon RX 6750 XT,431,427
01-03-24,Radeon RX 6750 XT,342,310
01-04-23,Radeon RX 6750 XT,428,496
01-04-24,Radeon RX 6750 XT,334,303
01-05-23,Radeon RX 6750 XT,405,369
01-05-24,Radeon RX 6750 XT,307,284
01-06-23,Radeon RX 6750 XT,368,395
01-06-24,Radeon RX 6750 XT,301,281
01-07-23,Radeon RX 6750 XT,363,363
01-07-24,Radeon RX 6750 XT,314,300
01-08-23,Radeon RX 6750 XT,466,340
01-08-24,Radeon RX 6750 XT,312,314
01-09-23,Radeon RX 6750 XT,359,318
01-09-24,Radeon RX 6750 XT,298,278
01-10-23,Radeon RX 6750 XT,354,301
01-10-24,Radeon RX 6750 XT,327,289
01-11-22,Radeon RX 6750 XT,518,448
01-11-23,Radeon RX 6750 XT,341,317
01-11-24,Radeon RX 6750 XT,300,286
01-12-22,Radeon RX 6750 XT,469,448
01-12-23,Radeon RX 6750 XT,341,334
01-12-24,Radeon RX 6750 XT,341,291
01-01-23,Radeon RX 6800,536,425
01-01-24,Radeon RX 6800,427,350
01-02-23,Radeon RX 6800,536,406
01-02-24,Radeon RX 6800,412,346
01-03-23,Radeon RX 6800,578,384
01-03-24,Radeon RX 6800,407,348
01-04-23,Radeon RX 6800,572,388
01-04-24,Radeon RX 6800,408,344
01-05-23,Radeon RX 6800,535,381
01-05-24,Radeon RX 6800,366,325
01-06-23,Radeon RX 6800,493,358
01-06-24,Radeon RX 6800,365,313
01-07-23,Radeon RX 6800,528,370
01-07-24,Radeon RX 6800,374,305
01-08-23,Radeon RX 6800,502,367
01-08-24,Radeon RX 6800,382,313
01-09-23,Radeon RX 6800,441,353
01-09-24,Radeon RX 6800,380,308
01-10-23,Radeon RX 6800,412,335
01-10-24,Radeon RX 6800,375,307
01-11-22,Radeon RX 6800,539,415
01-11-23,Radeon RX 6800,455,320
01-11-24,Radeon RX 6800,353,312
01-12-22,Radeon RX 6800,539,429
01-12-23,Radeon RX 6800,416,352
01-12-24,Radeon RX 6800,393,326
01-01-23,Radeon RX 6800 XT,866,527
01-01-24,Radeon RX 6800 XT,556,409
01-02-23,Radeon RX 6800 XT,705,480
01-02-24,Radeon RX 6800 XT,753,408
01-03-23,Radeon RX 6800 XT,659,471
01-03-24,Radeon RX 6800 XT,954,410
01-04-23,Radeon RX 6800 XT,597,467
01-04-24,Radeon RX 6800 XT,764,405
01-05-23,Radeon RX 6800 XT,529,448
01-05-24,Radeon RX 6800 XT,666,376
01-06-23,Radeon RX 6800 XT,527,434
01-06-24,Radeon RX 6800 XT,0,362
01-07-23,Radeon RX 6800 XT,574,441
01-07-24,Radeon RX 6800 XT,818,360
01-08-23,Radeon RX 6800 XT,517,431
01-08-24,Radeon RX 6800 XT,698,371
01-09-23,Radeon RX 6800 XT,524,417
01-09-24,Radeon RX 6800 XT,964,351
01-10-23,Radeon RX 6800 XT,500,396
01-10-24,Radeon RX 6800 XT,777,360
01-11-22,Radeon RX 6800 XT,814,489
01-11-23,Radeon RX 6800 XT,481,379
01-11-24,Radeon RX 6800 XT,661,375
01-12-22,Radeon RX 6800 XT,1009,538
01-12-23,Radeon RX 6800 XT,519,408
01-12-24,Radeon RX 6800 XT,664,295
01-01-23,Radeon RX 6900 XT,1003,634
01-01-24,Radeon RX 6900 XT,1182,483
01-02-23,Radeon RX 6900 XT,942,593
01-02-24,Radeon RX 6900 XT,985,475
01-03-23,Radeon RX 6900 XT,827,538
01-03-24,Radeon RX 6900 XT,1315,467
01-04-23,Radeon RX 6900 XT,848,548
01-04-24,Radeon RX 6900 XT,1299,475
01-05-23,Radeon RX 6900 XT,653,520
01-05-24,Radeon RX 6900 XT,1183,428
01-06-23,Radeon RX 6900 XT,772,513
01-06-24,Radeon RX 6900 XT,1509,426
01-07-23,Radeon RX 6900 XT,850,512
01-07-24,Radeon RX 6900 XT,979,416
01-08-23,Radeon RX 6900 XT,993,497
01-08-24,Radeon RX 6900 XT,1014,408
01-09-23,Radeon RX 6900 XT,751,509
01-09-24,Radeon RX 6900 XT,1509,404
01-10-23,Radeon RX 6900 XT,1126,489
01-10-24,Radeon RX 6900 XT,1101,404
01-11-22,Radeon RX 6900 XT,999,684
01-11-23,Radeon RX 6900 XT,1038,459
01-11-24,Radeon RX 6900 XT,1509,396
01-12-22,Radeon RX 6900 XT,1107,669
01-12-23,Radeon RX 6900 XT,935,473
01-12-24,Radeon RX 6900 XT,1509,331
01-01-24,Radeon RX 7600,267,279
01-02-24,Radeon RX 7600,259,248
01-03-24,Radeon RX 7600,263,350
01-04-24,Radeon RX 7600,265,231
01-05-24,Radeon RX 7600,257,230
01-06-23,Radeon RX 7600,255,0
01-06-24,Radeon RX 7600,246,217
01-07-23,Radeon RX 7600,261,0
01-07-24,Radeon RX 7600,250,217
01-08-23,Radeon RX 7600,266,222
01-08-24,Radeon RX 7600,254,214
01-09-23,Radeon RX 7600,258,232
01-09-24,Radeon RX 7600,249,195
01-10-23,Radeon RX 7600,252,221
01-10-24,Radeon RX 7600,247,192
01-11-23,Radeon RX 7600,253,422
01-11-24,Radeon RX 7600,249,206
01-12-23,Radeon RX 7600,259,230
01-12-24,Radeon RX 7600,257,214
01-03-24,Radeon RX 7600 XT,326,327
01-04-24,Radeon RX 7600 XT,329,436
01-05-24,Radeon RX 7600 XT,320,533
01-06-24,Radeon RX 7600 XT,305,360
01-07-24,Radeon RX 7600 XT,311,360
01-08-24,Radeon RX 7600 XT,314,339
01-09-24,Radeon RX 7600 XT,312,286
01-10-24,Radeon RX 7600 XT,313,294
01-11-24,Radeon RX 7600 XT,306,275
01-12-24,Radeon RX 7600 XT,317,250
01-01-24,Radeon RX 7700 XT,440,370
01-02-24,Radeon RX 7700 XT,446,399
01-03-24,Radeon RX 7700 XT,411,399
01-04-24,Radeon RX 7700 XT,399,378
01-05-24,Radeon RX 7700 XT,396,420
01-06-24,Radeon RX 7700 XT,399,347
01-07-24,Radeon RX 7700 XT,388,462
01-08-24,Radeon RX 7700 XT,388,364
01-09-23,Radeon RX 7700 XT,449,0
01-09-24,Radeon RX 7700 XT,371,381
01-10-23,Radeon RX 7700 XT,441,0
01-10-24,Radeon RX 7700 XT,378,444
01-11-23,Radeon RX 7700 XT,436,0
01-11-24,Radeon RX 7700 XT,385,433
01-12-23,Radeon RX 7700 XT,432,375
01-12-24,Radeon RX 7700 XT,402,448
01-01-24,Radeon RX 7800 XT,508,490
01-02-24,Radeon RX 7800 XT,494,493
01-03-24,Radeon RX 7800 XT,496,544
01-04-24,Radeon RX 7800 XT,504,489
01-05-24,Radeon RX 7800 XT,495,441
01-06-24,Radeon RX 7800 XT,485,451
01-07-24,Radeon RX 7800 XT,493,436
01-08-24,Radeon RX 7800 XT,482,438
01-09-23,Radeon RX 7800 XT,530,0
01-09-24,Radeon RX 7800 XT,481,469
01-10-23,Radeon RX 7800 XT,513,513
01-10-24,Radeon RX 7800 XT,484,425
01-11-23,Radeon RX 7800 XT,501,483
01-11-24,Radeon RX 7800 XT,470,477
01-12-23,Radeon RX 7800 XT,521,0
01-12-24,Radeon RX 7800 XT,481,525
01-03-24,Radeon RX 7900 GRE,563,0
01-04-24,Radeon RX 7900 GRE,549,649
01-05-24,Radeon RX 7900 GRE,543,534
01-06-24,Radeon RX 7900 GRE,536,501
01-07-24,Radeon RX 7900 GRE,540,482
01-08-24,Radeon RX 7900 GRE,539,549
01-09-24,Radeon RX 7900 GRE,541,500
01-10-24,Radeon RX 7900 GRE,542,513
01-11-24,Radeon RX 7900 GRE,543,504
01-12-24,Radeon RX 7900 GRE,549,614
01-01-23,Radeon RX 7900 XT,947,885
01-01-24,Radeon RX 7900 XT,765,718
01-02-23,Radeon RX 7900 XT,927,1213
01-02-24,Radeon RX 7900 XT,733,679
01-03-23,Radeon RX 7900 XT,900,875
01-03-24,Radeon RX 7900 XT,701,678
01-04-23,Radeon RX 7900 XT,876,804
01-04-24,Radeon RX 7900 XT,699,652
01-05-23,Radeon RX 7900 XT,813,796
01-05-24,Radeon RX 7900 XT,697,645
01-06-23,Radeon RX 7900 XT,804,742
01-06-24,Radeon RX 7900 XT,700,636
01-07-23,Radeon RX 7900 XT,826,705
01-07-24,Radeon RX 7900 XT,696,630
01-08-23,Radeon RX 7900 XT,861,758
01-08-24,Radeon RX 7900 XT,692,639
01-09-23,Radeon RX 7900 XT,805,798
01-09-24,Radeon RX 7900 XT,686,606
01-10-23,Radeon RX 7900 XT,772,719
01-10-24,Radeon RX 7900 XT,659,596
01-11-23,Radeon RX 7900 XT,778,714
01-11-24,Radeon RX 7900 XT,662,633
01-12-23,Radeon RX 7900 XT,795,712
01-12-24,Radeon RX 7900 XT,686,662
01-01-23,Radeon RX 7900 XTX,1279,1273
01-01-24,Radeon RX 7900 XTX,959,897
01-02-23,Radeon RX 7900 XTX,1265,1109
01-02-24,Radeon RX 7900 XTX,932,865
01-03-23,Radeon RX 7900 XTX,1188,1030
01-03-24,Radeon RX 7900 XTX,928,840
01-04-23,Radeon RX 7900 XTX,1039,981
01-04-24,Radeon RX 7900 XTX,919,818
01-05-23,Radeon RX 7900 XTX,1012,919
01-05-24,Radeon RX 7900 XTX,913,821
01-06-23,Radeon RX 7900 XTX,1002,892
01-06-24,Radeon RX 7900 XTX,911,789
01-07-23,Radeon RX 7900 XTX,1025,880
01-07-24,Radeon RX 7900 XTX,901,754
01-08-23,Radeon RX 7900 XTX,1046,908
01-08-24,Radeon RX 7900 XTX,917,756
01-09-23,Radeon RX 7900 XTX,1003,890
01-09-24,Radeon RX 7900 XTX,865,764
01-10-23,Radeon RX 7900 XTX,931,863
01-10-24,Radeon RX 7900 XTX,869,742
01-11-23,Radeon RX 7900 XTX,946,939
01-11-24,Radeon RX 7900 XTX,868,762
01-12-23,Radeon RX 7900 XTX,961,936
01-12-24,Radeon RX 7900 XTX,894,677
